frame_number,time_s,accumulated_signal_DN,ramp_to_ramp_std_DN,fractional_rolloff,initial_linear_model_DN
2.800000000000000000e+01,2.936012799999999956e+01,1.551000000000000000e+03,3.672873534441391286e+01,4.553846153846152767e-02,1.625000000000000000e+03
2.900000000000000000e+01,3.040870400000000018e+01,1.601000000000000000e+03,3.293478404362171830e+01,5.125925925925922666e-02,1.687500000000000000e+03
3.000000000000000000e+01,3.145727999999999724e+01,1.662000000000000000e+03,2.924380276229478071e+01,5.028571428571426694e-02,1.750000000000000000e+03
3.100000000000000000e+01,3.250585600000000142e+01,1.713000000000000000e+03,2.590752786353803927e+01,5.489655172413787643e-02,1.812500000000000000e+03
3.200000000000000000e+01,3.355443199999999848e+01,1.764000000000000000e+03,2.436185543015966459e+01,5.920000000000003038e-02,1.875000000000000000e+03
3.300000000000000000e+01,3.460300799999999555e+01,1.816000000000000000e+03,2.285825890132491978e+01,6.270967741935484785e-02,1.937500000000000000e+03
3.400000000000000000e+01,3.565158399999999972e+01,1.869000000000000000e+03,2.030517175499877425e+01,6.550000000000000266e-02,2.000000000000000000e+03
3.500000000000000000e+01,3.670015999999999678e+01,1.925000000000000000e+03,1.843366485536720489e+01,6.666666666666665186e-02,2.062500000000000000e+03
3.600000000000000000e+01,3.774873600000000096e+01,1.980000000000000000e+03,1.625730604989646011e+01,6.823529411764706065e-02,2.125000000000000000e+03
3.700000000000000000e+01,3.879731199999999802e+01,2.035000000000000000e+03,1.191637528781298450e+01,6.971428571428572862e-02,2.187500000000000000e+03
3.800000000000000000e+01,3.984588799999999509e+01,2.088000000000000000e+03,8.820430828479977947e+00,7.199999999999995293e-02,2.250000000000000000e+03
3.900000000000000000e+01,4.089446399999999926e+01,2.144000000000000000e+03,5.683308895353128776e+00,7.286486486486487557e-02,2.312500000000000000e+03
4.000000000000000000e+01,4.194303999999999633e+01,2.197000000000000000e+03,5.549774770204642493e+00,7.494736842105265140e-02,2.375000000000000000e+03
4.100000000000000000e+01,4.299161600000000050e+01,2.252000000000000000e+03,6.782329983125268136e+00,7.610256410256410753e-02,2.437500000000000000e+03
4.200000000000000000e+01,4.404019199999999756e+01,2.299000000000000000e+03,1.156287161564980792e+01,8.040000000000002700e-02,2.500000000000000000e+03
4.300000000000000000e+01,4.508876799999999463e+01,2.346000000000000000e+03,1.742125139018434510e+01,8.448780487804874451e-02,2.562500000000000000e+03
4.400000000000000000e+01,4.613734399999999880e+01,2.394000000000000000e+03,2.072920644887305031e+01,8.799999999999996714e-02,2.625000000000000000e+03
4.500000000000000000e+01,4.718591999999999587e+01,2.438000000000000000e+03,2.427344227751803629e+01,9.283720930232552959e-02,2.687500000000000000e+03
4.600000000000000000e+01,4.823449600000000004e+01,2.486000000000000000e+03,2.749909089406411766e+01,9.599999999999997424e-02,2.750000000000000000e+03
4.700000000000000000e+01,4.928307199999999710e+01,2.537000000000000000e+03,3.026218762746672297e+01,9.795555555555557348e-02,2.812500000000000000e+03
4.800000000000000000e+01,5.033164800000000128e+01,2.589000000000000000e+03,3.312400941915093711e+01,9.947826086956523817e-02,2.875000000000000000e+03
4.900000000000000000e+01,5.138022399999999834e+01,2.640000000000000000e+03,3.531713465161067944e+01,1.012765957446808418e-01,2.937500000000000000e+03
5.000000000000000000e+01,5.242879999999999541e+01,2.690000000000000000e+03,3.824526114435617075e+01,1.033333333333333881e-01,3.000000000000000000e+03
5.100000000000000000e+01,5.347737599999999958e+01,2.743000000000000000e+03,4.063003814913296452e+01,1.043265306122449498e-01,3.062500000000000000e+03
5.200000000000000000e+01,5.452595199999999664e+01,2.794000000000000000e+03,4.236389972606393428e+01,1.059200000000000141e-01,3.125000000000000000e+03
5.300000000000000000e+01,5.557452800000000082e+01,2.843000000000000000e+03,4.365432395536551979e+01,1.080784313725490220e-01,3.187500000000000000e+03
5.400000000000000000e+01,5.662310399999999788e+01,2.892000000000000000e+03,4.474930167052889374e+01,1.101538461538461577e-01,3.250000000000000000e+03
5.500000000000000000e+01,5.767167999999999495e+01,2.934000000000000000e+03,4.510764901876399335e+01,1.142641509433962588e-01,3.312500000000000000e+03
5.600000000000000000e+01,5.872025599999999912e+01,2.974000000000000000e+03,4.559824558028520869e+01,1.188148148148148175e-01,3.375000000000000000e+03
5.700000000000000000e+01,5.976883199999999619e+01,3.010000000000000000e+03,4.405905128347636435e+01,1.243636363636363429e-01,3.437500000000000000e+03
5.800000000000000000e+01,6.081740800000000036e+01,3.046000000000000000e+03,4.181506905411014685e+01,1.297142857142856709e-01,3.500000000000000000e+03
5.900000000000000000e+01,6.186598399999999742e+01,3.078000000000000000e+03,4.038316480911321804e+01,1.360000000000000098e-01,3.562500000000000000e+03
6.000000000000000000e+01,6.291455999999999449e+01,3.109000000000000000e+03,3.605967276612476269e+01,1.423448275862069234e-01,3.625000000000000000e+03
6.100000000000000000e+01,6.396313599999999866e+01,3.141000000000000000e+03,3.378905148121207702e+01,1.482033898305085140e-01,3.687500000000000000e+03
6.200000000000000000e+01,6.501171200000000283e+01,3.170000000000000000e+03,3.086583872179727450e+01,1.546666666666666190e-01,3.750000000000000000e+03
6.300000000000000000e+01,6.606028799999999990e+01,3.197000000000000000e+03,2.600576859083384207e+01,1.614426229508196808e-01,3.812500000000000000e+03
6.400000000000000000e+01,6.710886399999999696e+01,3.227000000000000000e+03,2.388514182499237393e+01,1.672258064516128906e-01,3.875000000000000000e+03
6.500000000000000000e+01,6.815743999999999403e+01,3.261000000000000000e+03,2.228676737438608413e+01,1.718095238095238564e-01,3.937500000000000000e+03
6.600000000000000000e+01,6.920601599999999110e+01,3.290000000000000000e+03,2.033469940766275386e+01,1.774999999999999911e-01,4.000000000000000000e+03
6.700000000000000000e+01,7.025459200000000237e+01,3.311000000000000000e+03,1.884940317357554918e+01,1.849846153846154140e-01,4.062500000000000000e+03
6.800000000000000000e+01,7.130316799999999944e+01,3.331000000000000000e+03,1.792484309554758681e+01,1.924848484848484809e-01,4.125000000000000000e+03
6.900000000000000000e+01,7.235174399999999650e+01,3.347000000000000000e+03,1.774260409297350094e+01,2.007164179104478086e-01,4.187500000000000000e+03
7.000000000000000000e+01,7.340031999999999357e+01,3.366000000000000000e+03,1.672722332008513746e+01,2.079999999999999627e-01,4.250000000000000000e+03
7.100000000000000000e+01,7.444889599999999064e+01,3.368000000000000000e+03,1.866279721799494951e+01,2.190144927536231689e-01,4.312500000000000000e+03
7.200000000000000000e+01,7.549747200000000191e+01,3.368000000000000000e+03,1.866279721799494951e+01,2.301714285714285824e-01,4.375000000000000000e+03
7.300000000000000000e+01,7.654604799999999898e+01,3.368000000000000000e+03,1.866279721799494951e+01,2.410140845070422033e-01,4.437500000000000000e+03
7.400000000000000000e+01,7.759462399999999604e+01,3.368000000000000000e+03,1.866279721799494951e+01,2.515555555555555323e-01,4.500000000000000000e+03
7.500000000000000000e+01,7.864319999999999311e+01,3.368000000000000000e+03,1.866279721799494951e+01,2.618082191780821688e-01,4.562500000000000000e+03
7.600000000000000000e+01,7.969177599999999018e+01,3.368000000000000000e+03,1.866279721799494951e+01,2.717837837837837611e-01,4.625000000000000000e+03
7.700000000000000000e+01,8.074035200000000145e+01,3.368000000000000000e+03,1.866279721799494951e+01,2.814933333333333731e-01,4.687500000000000000e+03
7.800000000000000000e+01,8.178892799999999852e+01,3.368000000000000000e+03,1.866279721799494951e+01,2.909473684210526212e-01,4.750000000000000000e+03
7.900000000000000000e+01,8.283750399999999559e+01,3.368000000000000000e+03,1.866279721799494951e+01,3.001558441558441759e-01,4.812500000000000000e+03
8.000000000000000000e+01,8.388607999999999265e+01,3.368000000000000000e+03,1.866279721799494951e+01,3.091282051282051579e-01,4.875000000000000000e+03
8.100000000000000000e+01,8.493465599999998972e+01,3.368000000000000000e+03,1.866279721799494951e+01,3.178734177215190027e-01,4.937500000000000000e+03
8.200000000000000000e+01,8.598323200000000099e+01,3.368000000000000000e+03,1.866279721799494951e+01,3.264000000000000234e-01,5.000000000000000000e+03
8.300000000000000000e+01,8.703180799999999806e+01,3.368000000000000000e+03,1.866279721799494951e+01,3.347160493827160410e-01,5.062500000000000000e+03
8.400000000000000000e+01,8.808038399999999513e+01,3.368000000000000000e+03,1.866279721799494951e+01,3.428292682926828983e-01,5.125000000000000000e+03
8.500000000000000000e+01,8.912895999999999219e+01,3.368000000000000000e+03,1.866279721799494951e+01,3.507469879518072542e-01,5.187500000000000000e+03
8.600000000000000000e+01,9.017753599999998926e+01,3.368000000000000000e+03,1.866279721799494951e+01,3.584761904761905038e-01,5.250000000000000000e+03
