frame_number,time_s,accumulated_signal_DN,ramp_to_ramp_std_DN,fractional_rolloff,initial_linear_model_DN
1.000000000000000000e+00,5.825422222222221835e-01,-3.800000000000000000e+01,6.244997998398398309e+00,-3.750000000000000000e+00,-8.000000000000000000e+00
2.000000000000000000e+00,1.165084444444444367e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,0.000000000000000000e+00
3.000000000000000000e+00,1.747626666666666662e+00,9.000000000000000000e+00,2.081665999466133066e+00,-1.250000000000000000e-01,8.000000000000000000e+00
4.000000000000000000e+00,2.330168888888888734e+00,1.600000000000000000e+01,1.527525231651946758e+00,0.000000000000000000e+00,1.600000000000000000e+01
5.000000000000000000e+00,2.912711111111110807e+00,2.200000000000000000e+01,3.511884584284246547e+00,8.333333333333337034e-02,2.400000000000000000e+01
6.000000000000000000e+00,3.495253333333333323e+00,3.000000000000000000e+01,1.000000000000000000e+00,6.250000000000000000e-02,3.200000000000000000e+01
7.000000000000000000e+00,4.077795555555555396e+00,4.000000000000000000e+01,2.516611478423583126e+00,0.000000000000000000e+00,4.000000000000000000e+01
8.000000000000000000e+00,4.660337777777777468e+00,5.000000000000000000e+01,3.000000000000000000e+00,-4.166666666666674068e-02,4.800000000000000000e+01
9.000000000000000000e+00,5.242879999999999541e+00,5.700000000000000000e+01,6.027713773341708325e+00,-1.785714285714279370e-02,5.600000000000000000e+01
1.000000000000000000e+01,5.825422222222221613e+00,6.600000000000000000e+01,3.214550253664318014e+00,-3.125000000000000000e-02,6.400000000000000000e+01
1.100000000000000000e+01,6.407964444444443686e+00,7.500000000000000000e+01,3.464101615137754386e+00,-4.166666666666674068e-02,7.200000000000000000e+01
1.200000000000000000e+01,6.990506666666666646e+00,7.900000000000000000e+01,6.027713773341708325e+00,1.249999999999995559e-02,8.000000000000000000e+01
1.300000000000000000e+01,7.573048888888888719e+00,8.900000000000000000e+01,5.000000000000000000e+00,-1.136363636363646457e-02,8.800000000000000000e+01
1.400000000000000000e+01,8.155591111111110791e+00,1.000000000000000000e+02,5.507570547286102070e+00,-4.166666666666674068e-02,9.600000000000000000e+01
1.500000000000000000e+01,8.738133333333331976e+00,1.110000000000000000e+02,6.658328118479392543e+00,-6.730769230769229061e-02,1.040000000000000000e+02
1.600000000000000000e+01,9.320675555555554936e+00,1.150000000000000000e+02,4.041451884327380562e+00,-2.678571428571419055e-02,1.120000000000000000e+02
1.700000000000000000e+01,9.903217777777777897e+00,1.250000000000000000e+02,3.214550253664318014e+00,-4.166666666666674068e-02,1.200000000000000000e+02
1.800000000000000000e+01,1.048575999999999908e+01,1.330000000000000000e+02,2.645751311064590716e+00,-3.906250000000000000e-02,1.280000000000000000e+02
1.900000000000000000e+01,1.106830222222222204e+01,1.390000000000000000e+02,4.163331998932265243e+00,-2.205882352941168634e-02,1.360000000000000000e+02
2.000000000000000000e+01,1.165084444444444323e+01,1.500000000000000000e+02,5.686240703077326764e+00,-4.166666666666674068e-02,1.440000000000000000e+02
2.100000000000000000e+01,1.223338666666666619e+01,1.580000000000000000e+02,7.505553499465134948e+00,-3.947368421052632748e-02,1.520000000000000000e+02
2.200000000000000000e+01,1.281592888888888737e+01,1.650000000000000000e+02,5.686240703077326764e+00,-3.125000000000000000e-02,1.600000000000000000e+02
2.300000000000000000e+01,1.339847111111111033e+01,1.750000000000000000e+02,6.244997998398398309e+00,-4.166666666666674068e-02,1.680000000000000000e+02
2.400000000000000000e+01,1.398101333333333329e+01,1.810000000000000000e+02,4.509249752822894308e+00,-2.840909090909082835e-02,1.760000000000000000e+02
2.500000000000000000e+01,1.456355555555555448e+01,1.890000000000000000e+02,4.000000000000000000e+00,-2.717391304347827052e-02,1.840000000000000000e+02
2.600000000000000000e+01,1.514609777777777744e+01,1.950000000000000000e+02,4.358898943540673976e+00,-1.562500000000000000e-02,1.920000000000000000e+02
2.700000000000000000e+01,1.572863999999999862e+01,2.070000000000000000e+02,1.527525231651946758e+00,-3.499999999999992006e-02,2.000000000000000000e+02
2.800000000000000000e+01,1.631118222222222158e+01,2.170000000000000000e+02,2.645751311064590716e+00,-4.326923076923083755e-02,2.080000000000000000e+02
2.900000000000000000e+01,1.689372444444444454e+01,2.230000000000000000e+02,3.055050463303893515e+00,-3.240740740740744030e-02,2.160000000000000000e+02
3.000000000000000000e+01,1.747626666666666395e+01,2.370000000000000000e+02,5.773502691896257311e+00,-5.803571428571419055e-02,2.240000000000000000e+02
3.100000000000000000e+01,1.805880888888888691e+01,2.430000000000000000e+02,5.773502691896257311e+00,-4.741379310344817632e-02,2.320000000000000000e+02
3.200000000000000000e+01,1.864135111111110987e+01,2.470000000000000000e+02,1.732050807568877193e+00,-2.916666666666656305e-02,2.400000000000000000e+02
3.300000000000000000e+01,1.922389333333333283e+01,2.560000000000000000e+02,4.041451884327380562e+00,-3.225806451612900361e-02,2.480000000000000000e+02
3.400000000000000000e+01,1.980643555555555579e+01,2.640000000000000000e+02,3.055050463303893515e+00,-3.125000000000000000e-02,2.560000000000000000e+02
3.500000000000000000e+01,2.038897777777777520e+01,2.740000000000000000e+02,2.081665999466132622e+00,-3.787878787878784514e-02,2.640000000000000000e+02
3.600000000000000000e+01,2.097151999999999816e+01,2.800000000000000000e+02,1.000000000000000000e+00,-2.941176470588224845e-02,2.720000000000000000e+02
3.700000000000000000e+01,2.155406222222222112e+01,2.890000000000000000e+02,4.582575694955839829e+00,-3.214285714285725071e-02,2.800000000000000000e+02
3.800000000000000000e+01,2.213660444444444408e+01,2.970000000000000000e+02,2.000000000000000000e+00,-3.125000000000000000e-02,2.880000000000000000e+02
3.900000000000000000e+01,2.271914666666666349e+01,3.050000000000000000e+02,1.527525231651946536e+00,-3.040540540540548342e-02,2.960000000000000000e+02
